"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahamas, The","BHS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","506100000","611900000","894800000","990900000","1086200100","1141100000","1232300000","1599600000","1747700000","1870800000","2054100000","","2329790000","2396180000","2491670000","2435600000","2459830000","2613740000","2810110000","3030110000","4394100000","4787200000","5163200000","5374500000","5838100000","5886400000","5998700000","6203600000","6804800000","7297100000","7487300000","7625000000","7313200000","7491000000","7726900000","8217700000","8046100000","8461600000","9006600000","9005200000","9757100000","10094700000","",
"Bosnia and Herzegovina","BIH","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11911667301.5873","13033612259.1721","14385802065.2941","17003887333.7999","20643563511.0845","19141939768.4495","18530631814.1803","20017356599.6162","18836203521.2193","19585119815.3554","19882997557.9976","16824859654.097","17057821390.1929","17777830471.3611","19376271575.1358","",
"Belarus","BLR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15400000000","12000000000","11296296296.2963","12165289256.1983","11931017119.8389","11127569458.8311","11887538461.5385","10932830072.4079","11829236038.8484","9485854108.58621","9729573623.8936","9782194244.60431","11751367950.8654","13996538274.0127","17203101851.8519","21983008356.546","26120372960.373","31845526561.0438","41612172284.6442","36786788399.5704","41009331990.6009","38384864321.608","40474055415.6171","48856159909.9099","52475401017.2144","38275806856.7123","33483614796.9441","38368162293.6397","41480270906.9493","",
"Belize","BLZ","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","127076317.507798","135460401.797979","134224977.096547","133567177.406522","131731689.890706","141428047.263465","139697336.323512","163972665.392707","186922108.570174","214357928.229519","222123563.672886","251750000","439903400","465309650","500901950","534253350","569188450","592298550","632322950","666186550","723881750","795657250","866070250","913722600","943531800","962805900","979338300","1049437300","1102373700","1152896600","1191827538.3266","1260931061.55782","1296494493.29485","1365036715.35266","1412718755.1546","1473224691.01418","1601220064.09632","1583259548.72147","1608197991.79666","",
"Bermuda","BMU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4083358000","4051877000","3940302000","3906029000","3883749000","","","","","","",
"Bolivia","BOL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","346416467.720663","389322025.409439","418037028.998815","447753718.759912","472378503.814755","533417508.417508","595454545.454545","674326599.326599","739898989.89899","795791245.791246","848063973.063973","944023569.023569","1040917638.20985","1012793603.1984","1615592203.89805","2002048975.51224","2268315842.07896","2701799100.44978","3112493753.12344","3642744065.91091","3670473083.19739","4934747145.1876","4729076955.97276","4472650347.53702","5089431775.78438","4534582947.94207","3596083165.10229","3950277635.83717","4155811321.39696","4200555043.69019","4313523710.46286","4804058258.39245","5210159979.48981","5318443412.81564","5452684125.09469","6002812115.90942","6543011074.76451","7023453552.32857","7586377561.20578","7591996593.48978","7634106088.78467","7410028001.02923","7098072384.93724","7074841106.12074","7384244329.6371","7858130447.18017","8832722427.48015","10139794935.806","12589309920.8378","13908505413.1054","14959204611.8546","17848012253.1354","19756346743.8495","22696563386.3965","25619724167.8726","28352112445.7308","29314157018.8133","31760847033.2851","34057574819.1027","",
"Brazil","BRA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","12190115073.3641","11992000784.22","16282880590.4373","18604727521.4267","17115832349.3402","16951827614.4205","21453709339.9631","25416088594.8761","27673985821.9234","29061029039.4237","33810560993.4346","39662117473.8288","47073605517.5611","61826422206.6525","84615479016.3177","95414734766.2849","121044193603.271","138463998128.67","157057611873.94","178372038063.206","185449993606.238","203719488313.553","224137528862.438","164482455315.142","164368547549.499","168648649160.71","210339906087.958","218881106852.983","238169586924.164","296337210937.5","363080000000","479080000000","314800000000","340372698757.764","429798216799.625","651096717554.756","722081995423.341","749350055194.805","727365948556.657","506260438695.101","546362229188.303","466801777059.774","415046484083.387","451804366070.848","526579262700.855","707903120522.511","880314769135.292","1101153037543.01","1332412508234.27","1360406473241.97","1750302410186.45","2065311453849.83","1970720393221.03","1993273039283.89","2016692732681.68","1509203462682.98","1520107767268.56","1724238265338.1","1570555038589.96","",
"Barbados","BRB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","365174496.312064","397974847.7892","433212577.237393","483200914.831204","584497588.624273","665937453.388356","773877591.607418","791527867.548352","828916621.090837","904688509.918958","921443842.291056","1102272162.2831","1215581961.91518","1218465668.97032","1348481081.88734","1686620593.6459","1724009347.18839","1671300000","1748421418.98275","1775667478.74509","1953562372.59484","2059911500.02486","2213245164.81877","2426291453.28892","2576343658.33043","2691200000","2749300000","2754400000","2768200000","3079300000","3446250000","3513496050","3959358250","4252591350","3848918550","4221510750","4363015250","4262971600","4388392850","4376949500","4269598200","4336723050","4689839350","4828672500","",
"Brunei Darussalam","BRN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","263449464.483565","330620334.837431","277238141.492634","301713536.115438","294195250.659631","405591832.980778","752848869.79264","598759880.721352","662616822.429906","799810695.693327","","","","","","1520791673.07594","1707586206.89655","1828548275.06367","2269490484.9601","2643272682.26266","2691501898.6513","3001269930.85932","3268085106.38298","3349946120.68966","2841180688.33652","2903244837.75811","3039279582.36659","3122305631.52313","3083575561.26438","3369624612.55883","3827177375.45853","3895461727.95001","4344074516.96142","5240130051.0915","5012983347.44567","5113776983.36312","5053171983.86505","5835917004.53136","6133162612.03585","6409846547.31458","6329913180.74191","5798967197.61437","5400894592.05097","5694482076.90636","5926601897.84269","",
"Bhutan","BTN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308514147.752559","289877181.606273","350217292.73812","412781771.146415","478522372.021183","607189780.045352","522708861.76529","873030995.078419","833671381.811829","907659698.421454","1055546977.85495","1121800280.69123","1028609657.69165","1364112645.86725","1358370624.04247","1566109052.10913","1496308612.3583","1749448705.19152","","",
"Botswana","BWA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","33463900.1822515","36184273.1215895","39069115.3792233","41765972.3193066","44744179.5622473","48373586.4861092","51394700.13947","59064853.5564854","72315202.2315202","70811864.6428074","87520938.0234506","98993288.590604","119360291.249512","176343466.359314","232523914.64312","278093306.288032","305657773.689052","383610451.306413","472893021.009418","605950920.245399","777985074.626866","842117843.910601","782023890.45353","833394110.67554","840110905.730129","690555029.959003","826007131.073386","1136160581.33302","1317592693.86416","1566678247.05941","2174630475.67858","2377077562.32687","2611176944.58928","2634951095.70385","2847798554.71951","3287100497.79958","2984056314.30119","3194587487.67393","3208760264.08576","3297033128.62209","3370241875.41652","3180750530.71287","3249960491.7981","4550920402.43237","5403020903.91869","5711145976.83156","5647674005.41411","6261420766.27354","7050892293.72043","7367670598.59401","8810355378.59162","9949458965.80972","11449776871.1064","10516169748.4194","10868017802.832","10469072336.8546","10251740624.8853","11776932689.7261","12707618381.8339","",
"Central African Republic","CAF","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","102367473.085718","108456325.346031","111830402.683276","118359453.489644","128149075.694454","134252347.069647","146940068.805398","161787977.198457","170864424.532254","176565252.580583","173297586.025627","179040625.516376","208310518.371797","235991694.528044","281672937.836278","397548770.979255","429377507.056901","494953388.4973","608005374.554798","721130341.253545","867603613.410855","701313034.005995","788551878.03764","662859418.840831","636548431.68671","815063782.238911","1095967466.91292","1177873177.50983","1224419016.12969","1164872512.72146","1384523449.23031","1320736926.32119","1370903820.97216","1214009194.7171","765317728.75842","1025210137.90688","976233324.288968","862438565.393355","916291805.533944","917550984.238892","858194067.27443","886874414.372506","937439181.03635","1064011668.43857","1250215860.46012","1314060964.06588","1424481071.64393","1674869404.68232","1979321169.32405","1936197852.41546","1924877149.55469","2206161324.15531","2488310610.73937","1706926564.65064","1849767907.52708","1647753527.56237","1795027454.93233","2005684299.42487","2268617273.01159","",
"Canada","CAN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","32695764216.8386","33158772309.4787","35119813036.7838","37861761304.3632","41188960406.7964","45754406574.3441","50204501458.4514","55424954339.5673","61109333669.6542","68244808115.6092","77093483858.1897","87874532781.089","99246075392.4608","119651329243.354","134726700747.149","158085192697.769","163887165021.157","169085649162.795","183261055147.687","206358193636.675","227787138210.026","240958904109.589","262853781239.857","270304223612.076","278941047235.445","293987765383.231","331349924585.219","385039408466.726","432368243243.243","467679979430.922","497968927293.358","488271696864.4","472138593907.449","459690978324.546","469529291751.676","486733406674.001","502570417449.083","487672396359.96","512666756411.119","548458689650.529","551306172520.661","576498438794.367","676776104489.33","761145272867.025","860849975243.44","971873236953.456","1086613909319.43","1152019681349.58","1093342664683.75","1269191182047.32","1381733360566.04","1409271248589.76","1415697606306.81","1373505262450.99","1224766888757.13","1215250129943.44","1297878477271.42","1353861327358.52","",
"Central Europe and the Baltics","CEB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305009166833.641","326194603969.776","321081544862.588","350552403744.568","343880410520.813","339202107298.349","372954930822.357","423822615388.672","507561172043.448","601980267901.916","695336171170.234","775491657662.949","961085591201.912","1174342483382.03","1003033622667.24","1019568534054.08","1107072235011.63","1037926200062","1081212961645.05","1101902125182.11","953376869333.577","978746753402.145","1082284978742.43","1211395936059.73","",
"Switzerland","CHE","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","15466010747.7704","18483576525.7989","22686505537.664","30806434024.2669","35969588258.987","43261367605.4701","46342836973.9158","49965654545.4545","69121386968.6801","78510399831.5992","83350303753.6552","76293524488.3413","78562726887.6521","79605019960.9356","74505208664.936","74958158031.8261","106950431652.677","133791881102.468","142591820542.609","136241621370.499","172400717319.32","179404164783.821","191360901436.496","185581045005.414","203065161219.566","239101453023.256","233496290938.511","202649154551.092","207199439922.748","204515808214.619","188152646790.621","193479248933.397","210732291928.654","247921120665.33","274092408122.236","280907915354.963","285859758015.632","309257451016.328","355501270058.166","358753820329.014","382129754144.442","453537207474.074","435763516519.855","450282439968.436","461509240374.322","443457789112.539","438928936196.622","447025820468.336","458850013089.496","",
"Channel Islands","CHI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","3656117233.29425","4101704730.46053","4821067389.52076","4968095941.65223","5190017066.7903","5077129303.43459","5836005351.63721","5788496880.46594","5939127674.63756","6914298059.25265","7565831969.36712","9417944892.39795","10825503420.707","15816512078.3846","12671791683.3298","6773785028.65263","8572399500.99686","12200416497.6652","13676506094.0559","18542093233.881","24140937466.9808","30432504892.7736","23033758903.2642","17506786651.3956","16324486339.5606","14129928208.7056","14745686697.4278","16666367099.3852","18299369007.0343","20985591947.3142","23715443093.9391","27610373364.9276","34393549728.6116","37437047137.838","42519764030.4155","53165610535.5748","57458366528.4886","63057199141.4467","62272192101.9357","57842608850.7803","59279944212.497","53929893589.6305","52618364648.01","55943767470.9286","69794484576.477","85407621250.4299","100136427895.149","113579869460.721","127765739342.649","122736645525.915","153923656611.711","181719776254.762","196545106492.408","208646176224.269","197516156906.062","186436737436.681","193186552504.407","213940713980.085","230230577921.355","",
