"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.223107119071529","2.05625942509703","0.186968480153468","17.0617062782751","21.1833962690899","-3.8585978278079","-1.65589075834803","-5.87501386157071","-0.418843737439976","6.12113532486145","12.7890948077807","5.0192415442891","26.8758451396163","-6.82872717296655","-13.9016584230434","17.1280575539568","7.90491984521834","-4.74304336926546","-8.91559037641447","9.08677166142101","-18.0111087374493","0.687830687830688","-0.424770847306058","7.81257303108204","19.1454864154251","-12.4156931893322","8.76876836182646","9.45828357579591","-1.06909055624741","0.792699282397637","6.01572196938504","","",
"Afghanistan","AFG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0131512243609448","0.0245752714393039","0.00940111467749321","0.0155769236960059","","","0.00156521738449906","-0.00812641060285658","","0.0324504958728158","0.247135743279599","0.005174215982803","","","","","","","","","","","","","","","","","","","","","1.23299182308329","1.28001745746786","3.57581862928125","4.36453354376579","3.41400388707376","1.93570173037069","0.399170734367391","0.451055983077692","1.20312510873944","0.293038636907132","0.28409534809774","0.234965317379122","0.209790229195171","0.849679315295404","0.48336024604043","0.255222348901765","0.718897994483152","",
"Angola","AGO","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0.630975103981031","0.88370687168445","2.08648507257444","1.80366249575565","1.09500567621391","3.68038359532726","3.30879389182255","1.47206684886135","1.49385627947356","1.96057306398349","-2.98162799825608","6.26663053571429","3.46608752793541","5.2368632542517","3.83703655802979","8.52948883994992","2.39899396705538","5.38231807584834","17.1215906483088","40.1672509619126","9.62386631013722","24.0091170615715","11.4061900735364","20.0810136410868","9.32924138405768","-3.52665547915197","-0.0720010214346084","-1.36876162792796","1.89631505074079","3.13666213316837","-3.85111046361424","-2.70487471739953","-1.14376833410123","-5.20812271844135","2.51009500896225","8.63060523378897","-0.177522530030449","-6.05720920606598","-5.42074496358679","",
"Albania","ALB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06666159864896","4.89321210624299","2.81772280812469","2.92548596657615","2.81593952287171","2.1031512816569","1.76789390918882","1.28264237512513","4.10877603723822","5.28543453663519","3.10482570131248","3.17271042518022","4.75017740669056","3.2597683417782","3.6548517813389","6.10898158597587","9.72769583957383","11.160172339702","9.13989395257245","8.13046155705371","7.45397255704342","9.81721364001375","8.69297509586909","8.69047703399406","8.80497771745432","7.85222845105271","7.99235654423896","",
"Andorra","AND","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.569272343814026","","0.254723187682824","-1.11302011941221","-3.22547394591464","1.51921241833409","0.0425077980094436","0.649518100942888","0.591943691671508","0.0973910693130632","-0.493891067519394","1.78175512448528","2.94850283980977","1.53671047604761","1.59055789577761","0.486832449219712","0.672098548145334","0.0316665242209302","0.39301502286077","0.289823463156503","0.460695172672813","0.50946216448095","0.780234568447375","1.09028435452925","0.816978175438998","0.00148424208221674","0.610685237548586","1.06499667518577","1.49386751255783","0.197621270945942","0.515676381028515","0.897996103552259","0.824071641287339","1.72230662791341","2.2107554528323","3.89402438614612","4.94691165916092","4.99472943644411","4.30752631925469","4.23450232121646","3.33666937565573","1.83196490567889","1.84186166736756","1.47823546061602","1.09649346078578","1.02381487855196","1.33366294169645","1.21418212563944","1.25974294180956","",
"United Arab Emirates","ARE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","0.108351028072642","0.257273417071533","0.451274584371974","0.164536830325616","0.206818389048822","0.22395138271941","-0.0343377746365328","0.203892014116107","0.106393607881322","0.407195240980733","-0.544187526835552","0.324685539335671","0.128404884366882","0.52070706926589","0.0935487852947746","-0.228435309603761","0.0503179637301319","0.239162943469002","0.72147194906954","0.105319789259975","0.608195467069962","0.408474866706161","0.294815985875101","0.340485312002994","-1.16683578609984","-0.485281532912816","1.14589216998935","0.0867813662286139","3.42266271334159","6.76715211324682","6.03481603963287","5.76543753210343","5.5004397184535","1.60487460868527","0.447367363985376","3.03559489222365","2.03957474833406","2.55389515956191","2.50313391092345","2.74634535452345","2.38761932373249","2.69007303290453","2.74138044387137","2.50743940167386","",
"Argentina","ARG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.284224297397444","0.377464477473511","0.206489502469194","0.190792478260042","0.0247388145324033","0.106009598269524","0.478175476645854","0.253605959289195","0.430419501184104","0.297462920183783","0.880955110053283","1.06384544018918","0.269252481027722","0.177920358938206","0.338845892416111","1.03939676921859","0.51742270994039","-0.0171007571834998","0.908825708058126","1.34139040897869","1.2988816648031","1.28557885422783","1.93671240172489","1.17980281165114","1.411953029158","2.17392758974997","2.55320340608332","3.12787793868196","2.43876896154487","8.46058217133806","3.66579059535379","0.806164134759348","2.19895819502207","1.29481086883944","2.5050175164097","2.64935441452167","2.3810651968205","2.25129153609907","2.68990286531228","1.20643922647566","2.67516171886537","2.04464008003071","2.80667189982932","1.77920553648531","0.962406650325519","1.97713461784426","0.584749931723909","1.79196134499023","2.28380594250566","",
"Armenia","ARM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188593628501326","0.0665937908053948","0.608291621442106","1.72442285714463","1.10020926856519","3.16805367491259","11.6611351911513","6.61290589672584","5.45043316560111","3.29806741743693","4.65949974895049","4.37657009672658","6.90990201303095","5.96010633958357","7.3073150316137","7.25233197719082","8.09234920917782","8.78869455248089","5.71603784546004","6.44066836705362","4.67672787765567","3.11193148125796","3.50211424719527","1.74473699241328","3.16450822069324","2.17684677683483","2.04411103926791","",
"American Samoa","ASM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","2.83882858940304","-7.85167467538888","7.79244741939149","14.9127648905226","15.1513373975042","13.9928824628766","2.74507941414092","2.11159950934461","6.47507299741646","7.78129357132275","11.4469673344909","8.26611470909772","9.82404726203537","13.1907483724739","11.3746880206943","3.93528740690967","2.8478168871043","4.20557250609957","5.45405085657021","3.05363997684025","3.37112365673374","3.1289060440756","6.75967187904156","5.19369632413469","12.2951507787678","8.08541923036249","19.438144425393","8.73951525948944","21.6166362279439","31.0128327767721","25.7895675974098","11.6033450094969","6.58741719175633","8.41640182621901","5.7277140401482","10.7810607557117","11.3664742578945","3.6857132316546","8.03928323858772","5.6134034141834","7.69335986843136","7.23305469639282","",
